label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
abdominal,71,152,367,234,100.png,512,512
abdominal,67,152,379,236,102.png,512,512
abdominal,64,151,386,236,104.png,512,512
abdominal,63,150,392,238,106.png,512,512
abdominal,59,150,400,237,108.png,512,512
abdominal,58,151,408,237,110.png,512,512
abdominal,57,149,409,239,111.png,512,512
lower,56,150,416,238,112.png,512,512
lower,55,148,417,240,113.png,512,512
lower,54,146,421,242,114.png,512,512
lower,52,146,428,244,115.png,512,512
lower,50,148,429,240,116.png,512,512
lower,50,147,432,241,117.png,512,512
lower,49,150,436,237,118.png,512,512
lower,48,148,439,239,119.png,512,512
lower,48,150,440,236,120.png,512,512
lower,46,152,443,233,121.png,512,512
lower,47,151,443,233,122.png,512,512
lower,47,153,442,231,123.png,512,512
lower,46,150,443,236,124.png,512,512
lower,46,144,439,240,126.png,512,512
lower,44,143,439,238,128.png,512,512
lower,45,139,442,241,130.png,512,512
lower,47,135,442,242,132.png,512,512
lower,47,135,444,242,134.png,512,512
lower,48,133,445,241,136.png,512,512
lower,50,129,443,238,138.png,512,512
lower,52,129,442,236,140.png,512,512
lower,54,131,440,231,142.png,512,512
upper,10,127,502,249,25.png,512,512
upper,12,125,500,253,26.png,512,512
upper,15,124,482,255,28.png,512,512
upper,16,122,470,257,30.png,512,512
upper,20,121,461,259,32.png,512,512
upper,22,118,453,264,34.png,512,512
upper,25,118,444,263,36.png,512,512
upper,31,120,430,263,38.png,512,512
abdominal,31,120,426,261,39.png,512,512
abdominal,32,118,423,257,40.png,512,512
abdominal,33,119,419,263,41.png,512,512
abdominal,35,121,414,259,42.png,512,512
abdominal,37,122,409,256,43.png,512,512
abdominal,37,120,408,261,44.png,512,512
abdominal,41,123,400,257,46.png,512,512
abdominal,44,125,392,252,48.png,512,512
abdominal,48,123,387,255,50.png,512,512
abdominal,49,126,382,251,52.png,512,512
abdominal,52,122,376,255,54.png,512,512
abdominal,54,122,372,255,56.png,512,512
abdominal,56,118,367,256,58.png,512,512
abdominal,57,120,364,256,60.png,512,512
abdominal,60,122,360,252,62.png,512,512
abdominal,61,121,361,253,64.png,512,512
abdominal,65,121,355,255,66.png,512,512
abdominal,68,125,351,250,68.png,512,512
abdominal,69,123,347,253,70.png,512,512
abdominal,72,125,344,254,72.png,512,512
abdominal,74,127,342,251,74.png,512,512
abdominal,74,130,343,246,76.png,512,512
abdominal,73,133,343,243,78.png,512,512
abdominal,74,134,342,242,80.png,512,512
abdominal,72,135,343,238,82.png,512,512
abdominal,73,135,342,237,84.png,512,512
abdominal,76,136,338,235,86.png,512,512
abdominal,78,138,338,235,88.png,512,512
abdominal,82,140,332,231,90.png,512,512
abdominal,83,144,336,231,92.png,512,512
abdominal,80,148,343,229,94.png,512,512
abdominal,77,150,351,231,96.png,512,512
abdominal,74,150,360,232,98.png,512,512
