label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
upper,25,152,443,314,100.png,512,512
upper,70,118,409,348,231.png,512,512
upper,71,121,401,347,239.png,512,512
upper,14,163,498,270,25.png,512,512
upper,11,169,501,263,26.png,512,512
upper,14,168,498,265,27.png,512,512
upper,13,167,494,268,30.png,512,512
upper,14,167,492,267,32.png,512,512
upper,18,167,487,268,36.png,512,512
upper,20,168,483,278,41.png,512,512
upper,21,167,483,281,45.png,512,512
upper,23,165,483,283,50.png,512,512
upper,23,165,479,286,55.png,512,512
upper,22,165,473,284,60.png,512,512
